points_scored,plus_minus,outcome,seconds_played_per_game,made_field_goals_percent,made_three_point_field_goals_percent,made_free_throws_percent,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,NAME_x,Start_Year_x,Age,Name_Year,File_Name,TEAM,SALARY,POSITION
6.88,3.04,37,942.76,38.1,34.07,82.5,0.41,1.06,1.71,0.55,0.04,0.69,1.14,4.45,Patty Mills,2014,25,Patty Mills@@@2015,2014-2015_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$3,578,947",PG
14.04,5.36,51,2032.44,66.08,0.0,65.34,3.88,8.9,1.2,0.6,2.64,1.81,3.04,15.51,Rudy Gobert,2016,23,Rudy Gobert@@@2017,2016-2017_goberru01_regular_season_box_scores.csv,Utah Jazz,"$21,924,719",C
14.73,3.04,13,1688.88,48.99,45.45,80.85,0.58,2.81,5.31,1.5,0.31,2.5,2.38,12.08,Stephen Curry,2011,23,Stephen Curry@@@2012,2011-2012_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$3,958,742",PG
10.32,0.58,38,1637.29,50.2,0.0,71.74,2.61,3.77,1.15,0.58,1.21,1.24,2.61,8.82,Taj Gibson,2014,25,Taj Gibson@@@2015,2014-2015_gibsota01_regular_season_box_scores.csv,Chicago Bulls,"$8,500,000",F
20.02,3.68,40,2320.11,46.16,37.82,83.37,1.75,4.08,3.26,1.75,0.55,1.43,1.66,17.09,Jimmy Butler,2014,25,Jimmy Butler@@@2015,2014-2015_butleji01_regular_season_box_scores.csv,Chicago Bulls,"$16,407,500",SF
17.61,1.22,37,1679.12,45.82,41.52,87.97,1.71,7.54,1.75,0.73,0.41,1.53,2.03,14.37,Kevin Love,2017,29,Kevin Love@@@2018,2017-2018_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$24,119,025",PF
11.46,2.92,44,1552.75,46.61,33.33,83.42,0.71,3.76,3.39,0.86,0.32,1.46,1.44,9.8,Gordon Hayward,2018,23,Gordon Hayward@@@2019,2018-2019_haywago01_regular_season_box_scores.csv,Boston Celtics,"$32,700,690",SF
12.72,0.07,41,1881.94,49.1,15.91,74.06,1.23,5.46,2.56,0.9,1.05,2.14,3.14,9.96,Giannis Antetokounmpo,2014,20,Giannis Antetokounmpo@@@2015,2014-2015_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$1,953,960",PF
20.12,0.19,26,1851.09,47.58,37.6,85.51,1.91,6.95,1.58,0.47,1.35,1.19,2.67,15.52,Kristaps Porzingis,2021,24,Kristaps Porzingis@@@2022,2021-2022_porzikr01_regular_season_box_scores.csv,Washington Wizards,"$33,833,400",C
17.62,-4.79,16,1907.05,44.98,37.44,85.39,0.96,8.8,3.18,0.59,0.34,2.5,1.61,13.87,Kevin Love,2019,31,Kevin Love@@@2020,2019-2020_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$31,258,256",PF
2.31,-0.56,7,578.22,48.65,0.0,49.23,1.13,2.31,0.16,0.18,0.91,0.71,1.27,2.38,Rudy Gobert,2013,20,Rudy Gobert@@@2014,2013-2014_goberru01_regular_season_box_scores.csv,Utah Jazz,"$1,127,400",C
15.92,3.39,44,2014.26,55.7,14.29,69.11,2.44,7.76,5.11,1.14,1.29,2.83,2.53,15.84,Bam Adebayo,2019,23,Bam Adebayo@@@2020,2019-2020_adebaba01_regular_season_box_scores.csv,Miami Heat,"$5,115,492",C
18.71,3.76,37,1774.77,43.82,40.55,89.26,0.55,4.65,1.92,0.68,0.08,1.23,1.21,13.73,Danilo Gallinari,2019,32,Danilo Gallinari@@@2020,2019-2020_gallida01_regular_season_box_scores.csv,Atlanta Hawks,"$19,500,000",PF
19.07,8.96,56,2090.7,48.55,39.83,90.03,0.63,3.95,10.22,1.9,0.18,2.32,2.48,19.21,Chris Paul,2014,29,Chris Paul@@@2015,2014-2015_paulch01_regular_season_box_scores.csv,LA Clippers,"$21,468,695",PG
9.32,-0.29,35,1883.16,45.02,38.93,86.52,0.95,4.25,3.29,0.95,0.57,1.56,1.87,8.65,Nicolas Batum,2018,30,Nicolas Batum@@@2019,2018-2019_batumni01_regular_season_box_scores.csv,Charlotte Hornets,"$25,565,217",PF
21.54,4.54,55,2040.23,46.72,40.23,81.65,0.47,3.36,2.38,1.08,0.6,1.47,2.01,14.39,Klay Thompson,2018,28,Klay Thompson@@@2019,2018-2019_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$32,742,000",SG
26.92,8.78,49,2155.99,45.27,35.33,85.29,1.12,6.89,4.39,0.99,0.64,2.86,2.29,19.47,Jayson Tatum,2021,23,Jayson Tatum@@@2022,2021-2022_tatumja01_regular_season_box_scores.csv,Boston Celtics,"$28,103,500",SF
12.75,-3.4,10,1087.75,52.2,33.33,77.55,1.45,3.45,0.8,0.55,0.45,1.2,1.95,8.99,Michael Beasley,2015,30,Michael Beasley@@@2016,2015-2016_beaslmi01_regular_season_box_scores.csv,Milwaukee Bucks,"$1,403,611",F
20.85,2.93,47,2137.15,42.67,37.14,84.7,0.69,3.72,5.2,1.56,0.48,2.11,1.37,16.29,Kemba Walker,2015,19,Kemba Walker@@@2016,2015-2016_walkeke02_regular_season_box_scores.csv,Charlotte Hornets,"$12,000,000",PG
17.2,-0.13,15,2088.85,43.62,39.58,87.5,0.76,4.61,7.35,0.98,0.3,2.74,3.11,14.48,Kyle Lowry,2020,34,Kyle Lowry@@@2021,2020-2021_lowryky01_regular_season_box_scores.csv,Miami Heat,"$26,894,128",PG
15.03,3.46,53,1630.11,52.91,28.99,76.27,2.11,6.01,1.34,0.39,1.39,1.54,2.85,11.91,Serge Ibaka,2018,27,Serge Ibaka@@@2019,2018-2019_ibakase01_regular_season_box_scores.csv,Toronto Raptors,"$23,271,604",F
14.36,-5.82,4,1409.64,42.4,28.33,83.33,1.55,4.09,1.09,1.09,1.64,1.36,3.82,10.5,Jaren Jackson Jr.,2021,23,Jaren Jackson Jr.@@@2022,2021-2022_jacksja02_regular_season_box_scores.csv,Memphis Grizzlies,"$28,946,605",PF
22.46,-3.0,19,2082.58,45.23,39.07,85.52,0.58,3.08,5.93,1.51,0.36,3.24,2.47,15.77,Kyrie Irving,2012,20,Kyrie Irving@@@2013,2012-2013_irvinky01_regular_season_box_scores.csv,Cleveland Cavaliers,"$5,607,240",PG
12.04,-1.69,39,1888.45,64.53,0.0,58.01,4.27,10.94,1.52,0.51,0.92,1.78,2.64,13.69,DeAndre Jordan,2017,28,DeAndre Jordan@@@2018,2017-2018_jordade01_regular_season_box_scores.csv,New York Knicks,"$22,897,200",C
20.4,-3.84,24,2113.72,49.2,0.0,78.73,2.4,3.55,1.57,0.57,1.46,2.15,2.93,13.99,Brook Lopez,2010,23,Brook Lopez@@@2011,2010-2011_lopezbr01_regular_season_box_scores.csv,New Jersey Nets,"$3,076,983",C
23.21,7.67,60,2093.4,43.84,32.33,80.0,1.35,3.87,7.4,1.77,0.29,3.33,2.3,17.84,Russell Westbrook,2012,24,Russell Westbrook@@@2013,2012-2013_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$14,693,906",PG
6.42,0.5,48,1012.06,49.46,0.0,64.52,2.0,3.22,0.49,0.4,0.89,0.84,2.28,5.36,Kosta Koufos,2013,26,Kosta Koufos@@@2014,2013-2014_koufoko01_regular_season_box_scores.csv,Memphis Grizzlies,"$3,000,000",C
27.99,0.68,31,2166.23,50.46,29.85,80.22,2.29,9.49,2.09,1.25,2.23,2.41,2.24,22.59,Anthony Davis,2016,25,Anthony Davis@@@2017,2016-2017_davisan02_regular_season_box_scores.csv,New Orleans Pelicans,"$23,775,506",PF
19.11,8.58,44,2101.03,46.67,36.79,85.51,0.61,3.71,10.69,2.48,0.06,2.34,2.53,19.79,Chris Paul,2013,28,Chris Paul@@@2014,2013-2014_paulch01_regular_season_box_scores.csv,LA Clippers,"$20,068,563",PG
20.29,3.93,45,2106.32,50.5,40.8,75.96,0.91,2.32,5.88,1.37,0.29,2.8,2.71,15.73,Goran Dragic,2013,25,Goran Dragic@@@2014,2013-2014_dragigo01_regular_season_box_scores.csv,Miami Heat,"$7,500,000",PG
22.94,7.71,41,1820.89,48.3,30.84,76.87,2.27,8.68,3.16,0.63,1.76,3.71,3.32,16.99,Joel Embiid,2017,23,Joel Embiid@@@2018,2017-2018_embiijo01_regular_season_box_scores.csv,Philadelphia 76ers,"$25,467,250",C
1.22,-1.78,7,607.11,40.91,0.0,30.77,0.5,2.11,0.17,0.11,0.22,0.5,1.11,0.79,Omer Asik,2017,30,Omer Asik@@@2018,2017-2018_asikom01_regular_season_box_scores.csv,Chicago Bulls,"$11,286,516",C
9.04,-0.18,34,1143.92,63.29,27.78,72.26,1.99,1.85,0.77,0.21,0.62,1.06,1.54,7.61,Robin Lopez,2020,32,Robin Lopez@@@2021,2020-2021_lopezro01_regular_season_box_scores.csv,Orlando Magic,"$5,000,000",C
23.17,-3.27,22,2118.8,47.25,29.72,75.0,0.42,3.49,5.59,1.15,0.42,2.85,2.92,15.82,De'Aaron Fox,2021,24,De'Aaron Fox@@@2022,2021-2022_foxde01_regular_season_box_scores.csv,Sacramento Kings,"$28,103,550",PG
19.88,1.3,37,2169.34,42.4,35.06,79.07,0.55,4.38,10.25,1.88,0.77,4.13,2.06,16.55,John Wall,2015,25,John Wall@@@2016,2015-2016_walljo01_regular_season_box_scores.csv,Washington Wizards,"$16,957,900",PG
6.62,-2.18,27,1199.23,55.1,0.0,61.29,1.66,4.01,0.66,0.51,0.68,0.86,2.42,5.82,Kosta Koufos,2016,29,Kosta Koufos@@@2017,2016-2017_koufoko01_regular_season_box_scores.csv,Sacramento Kings,"$8,393,000",C
6.21,0.32,42,1533.99,47.97,35.29,69.92,2.34,3.14,1.11,0.82,0.53,0.96,2.48,6.02,Luc Mbah a Moute,2009,21,Luc Mbah a Moute@@@2010,2009-2010_mbahalu01_regular_season_box_scores.csv,Milwaukee Bucks,"$854,389",F
28.15,8.83,60,2310.27,51.01,41.62,90.53,0.57,7.33,4.62,1.43,1.3,3.46,1.77,23.03,Kevin Durant,2012,24,Kevin Durant@@@2013,2012-2013_duranke01_regular_season_box_scores.csv,Oklahoma City Thunder,"$17,832,627",PF
23.62,6.86,43,2018.56,47.33,35.78,75.79,0.8,5.32,3.5,1.06,0.27,2.7,2.47,15.91,Jaylen Brown,2021,24,Jaylen Brown@@@2022,2021-2022_brownja02_regular_season_box_scores.csv,Boston Celtics,"$28,741,071",SG
20.81,-1.7,29,2111.45,51.94,22.22,79.09,3.09,6.96,1.57,1.33,2.82,1.63,2.99,18.7,Anthony Davis,2013,22,Anthony Davis@@@2014,2013-2014_davisan02_regular_season_box_scores.csv,New Orleans Pelicans,"$5,607,240",PF
18.1,9.52,43,1889.34,47.64,41.06,89.23,0.66,4.33,9.23,1.95,0.13,2.41,2.39,18.25,Chris Paul,2016,31,Chris Paul@@@2017,2016-2017_paulch01_regular_season_box_scores.csv,Houston Rockets,"$24,599,495",PG
20.32,0.92,40,2021.38,47.51,40.48,79.05,0.85,2.97,5.79,1.22,0.18,2.9,2.73,14.92,Goran Dragic,2016,28,Goran Dragic@@@2017,2016-2017_dragigo01_regular_season_box_scores.csv,Miami Heat,"$18,109,175",PG
6.35,0.15,43,1104.36,38.62,39.33,77.86,0.14,1.08,2.41,0.56,0.06,0.92,1.59,4.39,D.J. Augustin,2009,24,D.J. Augustin@@@2010,2009-2010_augusdj01_regular_season_box_scores.csv,Charlotte Bobcats,"$2,540,000",G
11.56,-5.67,24,1664.88,41.15,30.72,72.31,0.45,2.34,4.38,0.96,0.27,2.37,2.23,7.4,De'Aaron Fox,2017,20,De'Aaron Fox@@@2018,2017-2018_foxde01_regular_season_box_scores.csv,Sacramento Kings,"$5,470,920",PG
14.61,1.59,35,2146.91,58.06,0.0,67.02,3.01,6.26,2.39,1.0,1.58,1.96,3.68,13.82,Marc Gasol,2009,24,Marc Gasol@@@2010,2009-2010_gasolma01_regular_season_box_scores.csv,Memphis Grizzlies,"$3,573,333",C
16.57,1.34,47,2148.28,42.16,40.11,84.08,0.39,3.34,2.23,1.05,0.55,1.91,2.89,9.84,Klay Thompson,2012,22,Klay Thompson@@@2013,2012-2013_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$2,317,920",SG
14.34,-1.47,32,2306.77,42.26,37.16,84.76,1.33,4.32,4.93,1.25,1.14,2.6,1.9,12.46,Nicolas Batum,2012,24,Nicolas Batum@@@2013,2012-2013_batumni01_regular_season_box_scores.csv,Portland Trail Blazers,"$11,295,250",PF
17.49,-2.31,25,2172.18,46.19,43.68,88.5,0.6,3.85,5.9,1.9,0.24,3.04,3.15,13.49,Stephen Curry,2009,21,Stephen Curry@@@2010,2009-2010_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$2,913,840",PG
13.19,6.11,58,1864.76,57.33,35.09,74.87,2.78,4.94,0.54,0.35,3.02,1.56,2.66,12.01,Serge Ibaka,2012,21,Serge Ibaka@@@2013,2012-2013_ibakase01_regular_season_box_scores.csv,Oklahoma City Thunder,"$12,350,000",F
12.27,4.46,46,1630.13,50.31,33.81,84.51,1.49,3.47,0.71,0.57,1.47,0.91,2.13,10.0,Brook Lopez,2020,33,Brook Lopez@@@2021,2020-2021_lopezbr01_regular_season_box_scores.csv,Milwaukee Bucks,"$13,302,325",C
1.29,-2.14,12,393.64,35.71,0.0,72.73,0.86,1.07,0.71,0.21,0.21,0.57,1.14,1.4,Anderson Varejao,2016,31,Anderson Varejao@@@2017,2016-2017_varejan01_regular_season_box_scores.csv,Cleveland Cavaliers,"$980,431",C
26.88,4.68,44,2194.47,43.89,36.09,91.64,0.85,3.6,6.59,1.05,0.37,2.82,1.6,20.6,Damian Lillard,2017,27,Damian Lillard@@@2018,2017-2018_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$27,977,689",PG
25.26,8.13,56,2138.33,52.05,30.85,73.12,1.46,5.97,6.76,1.37,0.64,3.28,1.88,20.74,LeBron James,2015,31,LeBron James@@@2016,2015-2016_jamesle01_regular_season_box_scores.csv,Cleveland Cavaliers,"$30,963,450",SF
8.4,0.97,25,1661.82,49.46,0.0,68.15,2.88,6.8,2.15,1.06,0.6,1.11,2.52,9.52,Anderson Varejao,2013,28,Anderson Varejao@@@2014,2013-2014_varejan01_regular_season_box_scores.csv,Cleveland Cavaliers,"$9,704,545",C
18.69,0.2,23,2283.2,49.29,40.94,84.74,0.44,3.8,10.67,2.13,0.18,2.49,2.62,18.95,Chris Paul,2009,24,Chris Paul@@@2010,2009-2010_paulch01_regular_season_box_scores.csv,New Orleans Hornets,"$14,940,153",PG
6.45,-0.69,33,887.57,50.14,0.0,74.0,1.22,2.0,0.12,0.27,0.67,0.72,2.13,4.34,Robin Lopez,2010,22,Robin Lopez@@@2011,2010-2011_lopezro01_regular_season_box_scores.csv,Phoenix Suns,"$2,862,602",C
22.65,2.18,43,2178.09,46.02,37.55,79.13,0.74,3.68,4.55,1.17,0.44,2.61,1.95,15.83,Bradley Beal,2017,24,Bradley Beal@@@2018,2017-2018_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$25,434,263",SG
14.12,1.5,37,1753.5,43.47,41.46,82.65,0.71,2.42,2.96,0.81,0.53,1.67,1.74,10.3,Gordon Hayward,2012,17,Gordon Hayward@@@2013,2012-2013_haywago01_regular_season_box_scores.csv,Utah Jazz,"$3,452,183",SF
17.75,-3.46,18,2218.02,40.94,29.05,77.07,0.81,4.02,5.6,1.49,0.53,3.23,2.51,11.86,Tyreke Evans,2010,22,Tyreke Evans@@@2011,2010-2011_evansty01_regular_season_box_scores.csv,Sacramento Kings,"$5,251,825",G
30.54,-3.53,20,2161.16,45.51,35.34,84.25,0.91,3.33,6.09,1.25,0.4,3.4,2.21,21.34,Bradley Beal,2019,26,Bradley Beal@@@2020,2019-2020_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$28,751,775",SG
5.52,-3.29,15,819.17,51.71,0.0,76.32,1.38,1.58,0.42,0.28,0.54,1.4,2.78,3.24,Nikola Pekovic,2010,21,Nikola Pekovic@@@2011,2010-2011_pekovni01_regular_season_box_scores.csv,Minnesota Timberwolves,"$4,503,600",C
9.8,6.09,45,1711.0,44.78,38.85,79.21,0.25,2.42,3.47,1.52,0.17,2.22,2.59,7.32,Mario Chalmers,2011,25,Mario Chalmers@@@2012,2011-2012_chalmma01_regular_season_box_scores.csv,Miami Heat,"$4,000,000",G
6.05,3.3,49,1340.19,50.53,39.09,67.82,0.55,1.58,0.49,1.01,0.44,0.57,1.52,4.89,Luc Mbah a Moute,2016,28,Luc Mbah a Moute@@@2017,2016-2017_mbahalu01_regular_season_box_scores.csv,Houston Rockets,"$1,471,382",F
10.09,1.58,51,1834.64,44.79,40.18,86.05,0.27,2.04,1.96,0.97,0.16,1.01,1.68,7.22,Courtney Lee,2014,25,Courtney Lee@@@2015,2014-2015_leeco01_regular_season_box_scores.csv,Charlotte Hornets,"$5,675,000",G
1.47,-1.75,25,287.36,46.81,0.0,60.0,0.44,0.81,0.17,0.06,0.11,0.42,0.72,0.83,Kosta Koufos,2009,22,Kosta Koufos@@@2010,2009-2010_koufoko01_regular_season_box_scores.csv,Denver Nuggets,"$1,298,640",C
8.7,-0.27,16,1343.17,48.22,38.75,80.0,0.53,1.5,2.43,0.77,0.17,1.03,1.03,7.2,George Hill,2020,31,George Hill@@@2021,2020-2021_hillge01_regular_season_box_scores.csv,Milwaukee Bucks,"$4,000,000",PG
15.62,5.21,39,1920.79,41.94,35.77,86.21,0.62,3.95,8.16,1.97,0.31,2.62,2.52,14.7,Chris Paul,2018,33,Chris Paul@@@2019,2018-2019_paulch01_regular_season_box_scores.csv,Oklahoma City Thunder,"$38,506,482",PG
9.29,-1.15,27,1307.86,46.73,34.81,72.5,0.34,1.97,3.15,0.51,0.05,1.21,1.74,6.82,Jarrett Allen,2018,21,Jarrett Allen@@@2019,2018-2019_brunsja01_regular_season_box_scores.csv,Brooklyn Nets,"$2,376,840",C
7.9,-5.72,29,1183.28,37.72,34.67,81.37,0.19,1.31,2.68,0.4,0.01,1.15,1.29,5.24,D.J. Augustin,2016,31,D.J. Augustin@@@2017,2016-2017_augusdj01_regular_season_box_scores.csv,Orlando Magic,"$7,250,000",G
8.36,-2.12,15,1006.16,43.55,23.33,86.96,0.52,0.88,1.48,0.28,0.16,1.4,0.64,4.75,Derrick Rose,2017,29,Derrick Rose@@@2018,2017-2018_rosede01_regular_season_box_scores.csv,Minnesota Timberwolves,"$1,512,601",PG
7.94,0.9,53,1081.68,45.21,39.36,73.58,0.48,1.66,3.01,0.6,0.1,1.58,1.64,5.92,Goran Dragic,2009,21,Goran Dragic@@@2010,2009-2010_dragigo01_regular_season_box_scores.csv,Houston Rockets,"$1,972,000",PG
13.41,1.08,35,1985.03,41.07,44.76,80.45,0.46,2.15,3.75,0.82,0.23,2.0,2.38,8.77,Eric Gordon,2014,25,Eric Gordon@@@2015,2014-2015_gordoer01_regular_season_box_scores.csv,New Orleans Pelicans,"$15,514,031",SG
16.16,-3.17,27,1853.89,42.33,38.24,84.44,2.36,4.05,1.2,0.52,0.38,1.2,2.21,11.13,Ryan Anderson,2012,21,Ryan Anderson@@@2013,2012-2013_anderry01_regular_season_box_scores.csv,New Orleans Pelicans,"$8,308,500",PF
18.08,-1.68,17,1557.14,49.0,30.61,87.05,0.54,1.88,5.56,0.8,0.32,2.52,0.98,13.29,Derrick Rose,2019,31,Derrick Rose@@@2020,2019-2020_rosede01_regular_season_box_scores.csv,New York Knicks,"$7,682,927",PG
1.93,-2.1,15,373.17,45.61,0.0,66.67,0.55,1.38,0.1,0.24,0.03,0.45,1.41,1.01,DeJuan Blair,2014,26,DeJuan Blair@@@2015,2014-2015_blairde01_regular_season_box_scores.csv,Washington Wizards,"$2,000,000",C
3.5,-2.38,31,940.34,45.08,23.53,68.66,0.88,1.41,0.56,0.47,0.22,0.62,1.06,2.8,Luc Mbah a Moute,2013,25,Luc Mbah a Moute@@@2014,2013-2014_mbahalu01_regular_season_box_scores.csv,Philadelphia 76ers,"$4,382,576",F
21.52,5.38,34,1773.6,43.86,41.21,87.56,0.5,5.17,3.85,1.42,0.42,2.6,2.35,15.51,Paul George,2019,29,Paul George@@@2020,2019-2020_georgpa01_regular_season_box_scores.csv,LA Clippers,"$35,450,412",F
9.62,1.54,35,1528.98,44.21,36.73,77.78,0.62,2.4,2.9,0.84,0.34,1.04,1.96,7.87,George Hill,2011,22,George Hill@@@2012,2011-2012_hillge01_regular_season_box_scores.csv,Indiana Pacers,"$8,000,000",PG
11.86,4.94,49,1723.14,44.82,25.0,74.11,3.75,4.56,1.43,0.49,2.61,2.05,3.53,9.75,Roy Hibbert,2012,26,Roy Hibbert@@@2013,2012-2013_hibbero01_regular_season_box_scores.csv,Indiana Pacers,"$14,283,844",C
13.1,0.85,44,1638.3,41.5,40.06,88.55,0.21,1.62,4.41,0.75,0.04,1.76,2.07,9.46,D.J. Augustin,2013,28,D.J. Augustin@@@2014,2013-2014_augusdj01_regular_season_box_scores.csv,Oklahoma City Thunder,"$3,000,000",G
11.81,-3.11,23,1584.22,53.02,28.57,75.56,2.09,2.44,1.94,0.22,0.83,1.67,1.7,8.76,Robin Lopez,2017,29,Robin Lopez@@@2018,2017-2018_lopezro01_regular_season_box_scores.csv,Chicago Bulls,"$14,357,750",C
15.56,6.32,42,1927.64,71.26,0.0,69.02,3.65,11.02,1.09,0.68,2.08,1.8,2.67,17.43,Rudy Gobert,2021,28,Rudy Gobert@@@2022,2021-2022_goberru01_regular_season_box_scores.csv,Minnesota Timberwolves,"$38,172,414",C
28.66,4.6,47,2222.54,44.93,37.92,83.01,2.0,4.87,2.55,0.78,0.48,2.61,3.06,18.5,Carmelo Anthony,2012,28,Carmelo Anthony@@@2013,2012-2013_anthoca01_regular_season_box_scores.csv,New York Knicks,"$21,388,953",PF
14.56,0.27,40,2003.61,47.26,18.18,76.76,1.42,5.76,3.64,1.0,1.29,1.88,2.54,12.3,Marc Gasol,2013,28,Marc Gasol@@@2014,2013-2014_gasolma01_regular_season_box_scores.csv,Memphis Grizzlies,"$15,829,688",C
19.42,0.46,19,1854.44,45.24,39.86,78.47,0.85,4.25,5.17,1.1,0.33,2.25,1.85,14.83,Tyreke Evans,2017,29,Tyreke Evans@@@2018,2017-2018_evansty01_regular_season_box_scores.csv,Indiana Pacers,"$12,400,000",G
27.07,8.39,41,1945.46,46.95,37.85,88.56,0.95,6.11,4.91,1.81,0.58,2.61,1.98,21.31,Kawhi Leonard,2019,28,Kawhi Leonard@@@2020,2019-2020_leonaka01_regular_season_box_scores.csv,LA Clippers,"$34,379,100",SF
13.35,4.08,40,1806.18,46.72,40.67,85.9,0.61,3.78,2.3,1.54,0.14,1.43,2.32,10.06,Khris Middleton,2014,25,Khris Middleton@@@2015,2014-2015_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$14,700,000",SF
7.08,-1.27,31,1535.11,68.62,0.0,45.16,2.59,4.6,0.52,0.51,1.78,1.26,3.19,7.44,DeAndre Jordan,2010,21,DeAndre Jordan@@@2011,2010-2011_jordade01_regular_season_box_scores.csv,LA Clippers,"$10,079,404",C
12.99,-1.05,34,1406.78,46.53,34.46,70.25,1.0,2.97,1.7,0.41,1.32,1.32,2.64,8.96,Brook Lopez,2017,30,Brook Lopez@@@2018,2017-2018_lopezbr01_regular_season_box_scores.csv,Milwaukee Bucks,"$3,382,000",C
24.01,7.27,50,2189.13,47.14,42.44,88.51,0.59,3.69,8.54,1.64,0.18,3.77,2.49,19.24,Stephen Curry,2013,25,Stephen Curry@@@2014,2013-2014_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$10,629,213",PG
17.74,-5.66,21,2091.73,42.28,32.23,79.78,0.73,2.72,5.74,1.95,0.38,2.44,1.87,13.7,Kemba Walker,2012,16,Kemba Walker@@@2013,2012-2013_walkeke02_regular_season_box_scores.csv,Charlotte Bobcats,"$2,568,360",PG
20.92,8.08,46,1792.95,49.74,41.53,91.63,0.71,5.45,4.27,0.85,0.11,2.21,2.29,16.08,Khris Middleton,2019,30,Khris Middleton@@@2020,2019-2020_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$33,051,724",SF
16.52,6.88,46,1905.86,47.93,34.9,80.16,1.33,5.88,2.52,2.31,0.75,1.52,2.0,14.65,Kawhi Leonard,2014,23,Kawhi Leonard@@@2015,2014-2015_leonaka01_regular_season_box_scores.csv,San Antonio Spurs,"$16,407,500",SF
12.2,-2.88,7,1493.28,40.87,36.54,82.35,0.68,6.76,2.52,0.64,0.08,1.52,1.04,9.68,Kevin Love,2020,32,Kevin Love@@@2021,2020-2021_loveke01_regular_season_box_scores.csv,Cleveland Cavaliers,"$31,258,256",PF
8.83,2.5,5,909.17,36.73,40.91,72.73,0.67,3.0,1.0,0.83,0.17,2.0,1.83,4.4,Paul George,2014,24,Paul George@@@2015,2014-2015_georgpa01_regular_season_box_scores.csv,Indiana Pacers,"$17,120,106",F
27.36,2.11,28,2113.55,50.96,33.94,66.51,1.04,7.42,8.25,1.31,0.6,3.58,1.71,22.66,LeBron James,2018,34,LeBron James@@@2019,2018-2019_jamesle01_regular_season_box_scores.csv,Los Angeles Lakers,"$37,436,858",SF
14.44,0.06,21,1693.67,36.93,31.68,76.64,0.25,1.72,1.5,0.64,0.36,1.19,1.94,7.72,Eric Gordon,2019,30,Eric Gordon@@@2020,2019-2020_gordoer01_regular_season_box_scores.csv,Houston Rockets,"$16,869,276",SG
26.04,0.47,24,2340.53,44.76,37.23,82.39,4.11,9.24,2.02,0.85,0.51,2.33,2.76,20.25,Kevin Love,2011,23,Kevin Love@@@2012,2011-2012_loveke01_regular_season_box_scores.csv,Minnesota Timberwolves,"$13,668,750",PF
25.3,12.82,65,2003.84,46.78,41.06,89.78,0.77,3.7,6.63,1.8,0.22,3.03,2.32,20.04,Stephen Curry,2016,28,Stephen Curry@@@2017,2016-2017_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$37,457,154",PG
19.12,-4.15,29,1854.3,41.8,32.37,82.85,0.79,2.93,8.06,0.89,0.19,3.8,1.73,14.11,Trae Young,2018,19,Trae Young@@@2019,2018-2019_youngtr01_regular_season_box_scores.csv,Atlanta Hawks,"$6,273,000",PG
28.78,2.96,39,2147.27,45.13,39.06,92.77,0.48,3.75,7.54,0.93,0.25,3.03,1.52,22.42,Damian Lillard,2020,30,Damian Lillard@@@2021,2020-2021_lillada01_regular_season_box_scores.csv,Portland Trail Blazers,"$39,344,900",PG
8.57,6.72,57,1709.74,57.17,20.0,66.29,2.49,5.12,1.14,0.93,0.88,0.88,2.93,8.93,Anderson Varejao,2009,24,Anderson Varejao@@@2010,2009-2010_varejan01_regular_season_box_scores.csv,Cleveland Cavaliers,"$7,281,818",C
19.82,5.47,37,2180.52,47.75,37.09,86.09,0.7,2.85,9.05,2.53,0.07,2.07,2.3,19.26,Chris Paul,2011,26,Chris Paul@@@2012,2011-2012_paulch01_regular_season_box_scores.csv,LA Clippers,"$18,668,431",PG
4.8,-3.54,23,974.89,60.5,0.0,37.5,1.74,3.29,0.3,0.23,0.89,1.07,2.17,4.11,DeAndre Jordan,2009,20,DeAndre Jordan@@@2010,2009-2010_jordade01_regular_season_box_scores.csv,LA Clippers,"$854,389",C
13.44,0.8,30,1603.84,43.24,37.3,82.79,0.5,2.88,4.38,0.66,0.16,2.36,2.26,9.21,Goran Dragic,2020,32,Goran Dragic@@@2021,2020-2021_dragigo01_regular_season_box_scores.csv,Brooklyn Nets,"$460,463",PG
