points_scored,plus_minus,outcome,seconds_played_per_game,made_field_goals_percent,made_three_point_field_goals_percent,made_free_throws_percent,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,NAME_x,Start_Year_x,Age,Name_Year,File_Name,TEAM,SALARY,POSITION
14.73,-3.14,25,2011.31,44.26,31.88,74.85,0.78,2.31,7.39,1.61,0.34,2.75,2.78,12.54,Goran Dragic,2012,24,Goran Dragic@@@2013,2012-2013_dragigo01_regular_season_box_scores.csv,Phoenix Suns,"$7,500,000",PG
10.15,3.51,45,1802.99,54.07,0.0,56.19,3.35,8.3,0.91,0.56,1.06,2.11,2.72,9.47,Omer Asik,2012,25,Omer Asik@@@2013,2012-2013_asikom01_regular_season_box_scores.csv,Houston Rockets,"$8,374,646",C
30.27,-2.09,25,2233.16,52.42,35.94,75.6,1.12,7.07,6.23,1.3,1.05,3.5,2.16,23.94,LeBron James,2021,37,LeBron James@@@2022,2021-2022_jamesle01_regular_season_box_scores.csv,Los Angeles Lakers,"$44,474,988",SF
28.36,2.08,40,2093.67,46.05,38.2,90.42,0.66,3.08,9.7,0.95,0.09,3.99,1.68,22.12,Trae Young,2021,22,Trae Young@@@2022,2021-2022_youngtr01_regular_season_box_scores.csv,Atlanta Hawks,"$37,095,000",PG
21.36,2.27,21,2149.39,45.47,29.67,82.72,1.7,5.54,4.46,1.14,0.66,2.32,3.11,16.11,Pascal Siakam,2020,25,Pascal Siakam@@@2021,2020-2021_siakapa01_regular_season_box_scores.csv,Toronto Raptors,"$33,003,936",PF
21.26,4.54,47,2135.27,54.52,42.11,85.82,2.9,9.44,2.43,0.78,1.4,1.94,3.48,19.09,Karl-Anthony Towns,2017,22,Karl-Anthony Towns@@@2018,2017-2018_townska01_regular_season_box_scores.csv,Minnesota Timberwolves,"$7,839,435",C
8.0,3.69,57,1346.0,58.07,0.0,55.77,2.6,4.33,0.4,0.54,1.27,0.65,3.04,7.8,Kosta Koufos,2012,25,Kosta Koufos@@@2013,2012-2013_koufoko01_regular_season_box_scores.csv,Memphis Grizzlies,"$3,000,000",C
21.78,4.85,34,1841.37,43.74,31.78,82.59,1.2,4.52,6.93,1.91,0.15,3.85,2.26,16.63,Russell Westbrook,2013,25,Russell Westbrook@@@2014,2013-2014_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$15,719,062",PG
13.61,1.26,38,1349.95,42.97,39.2,83.84,1.18,6.07,2.16,0.35,0.24,1.32,1.36,10.81,Kevin Love,2021,33,Kevin Love@@@2022,2021-2022_loveke01_regular_season_box_scores.csv,Miami Heat,"$3,114,138",PF
20.82,-3.1,28,2109.04,43.01,35.76,86.09,0.73,2.92,6.1,1.52,0.32,2.68,2.3,15.16,Kyrie Irving,2013,21,Kyrie Irving@@@2014,2013-2014_irvinky01_regular_season_box_scores.csv,Cleveland Cavaliers,"$7,070,730",PG
21.95,2.86,47,2195.51,42.99,40.07,82.24,0.91,4.75,3.33,2.04,0.49,2.68,2.95,15.54,Paul George,2017,27,Paul George@@@2018,2017-2018_georgpa01_regular_season_box_scores.csv,Oklahoma City Thunder,"$30,560,700",F
29.09,5.23,54,2182.75,43.97,34.66,84.68,1.17,6.96,11.2,1.49,0.47,5.73,2.65,24.28,James Harden,2016,21,James Harden@@@2017,2016-2017_hardeja01_regular_season_box_scores.csv,Houston Rockets,"$28,299,399",SG
28.16,4.13,45,2290.68,45.81,31.55,83.01,2.2,4.38,3.22,1.28,0.43,3.03,3.26,18.66,Carmelo Anthony,2009,25,Carmelo Anthony@@@2010,2009-2010_anthoca01_regular_season_box_scores.csv,New York Knicks,"$17,149,243",PF
20.22,-3.73,17,2145.68,46.98,41.71,84.97,4.52,10.71,2.52,0.62,0.38,2.12,2.03,18.7,Kevin Love,2010,22,Kevin Love@@@2011,2010-2011_loveke01_regular_season_box_scores.csv,Minnesota Timberwolves,"$4,609,701",PF
11.68,0.14,31,1507.22,49.49,50.0,75.45,2.19,3.54,1.95,0.37,1.62,1.79,3.52,8.82,Roy Hibbert,2009,23,Roy Hibbert@@@2010,2009-2010_hibbero01_regular_season_box_scores.csv,Indiana Pacers,"$1,685,280",C
13.55,-2.41,23,1730.61,51.63,0.0,75.11,2.58,5.58,0.98,1.17,1.75,1.39,2.47,12.17,Anthony Davis,2012,21,Anthony Davis@@@2013,2012-2013_davisan02_regular_season_box_scores.csv,New Orleans Pelicans,"$5,375,760",PF
18.27,-1.13,25,2031.33,49.66,32.98,67.47,0.79,4.35,2.96,0.54,0.6,2.48,2.87,11.77,Brandon Ingram,2018,21,Brandon Ingram@@@2019,2018-2019_ingrabr01_regular_season_box_scores.csv,New Orleans Pelicans,"$7,265,485",SF
32.01,6.32,58,2312.38,50.3,39.1,87.33,0.72,6.67,5.49,1.27,0.73,3.52,2.15,24.86,Kevin Durant,2013,25,Kevin Durant@@@2014,2013-2014_duranke01_regular_season_box_scores.csv,Oklahoma City Thunder,"$18,995,624",PF
31.58,3.07,46,2075.36,42.45,34.31,84.52,1.69,8.98,10.37,1.63,0.38,5.41,2.35,24.92,Russell Westbrook,2016,28,Russell Westbrook@@@2017,2016-2017_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$28,530,608",PG
16.22,1.89,5,1399.11,46.85,31.43,81.58,0.67,4.0,2.33,2.0,1.0,1.78,1.0,13.41,Kawhi Leonard,2017,26,Kawhi Leonard@@@2018,2017-2018_leonaka01_regular_season_box_scores.csv,Toronto Raptors,"$23,114,067",SF
25.22,4.58,47,2103.92,47.25,40.14,90.55,0.72,2.47,5.81,1.15,0.33,2.5,2.18,18.3,Kyrie Irving,2016,24,Kyrie Irving@@@2017,2016-2017_irvinky01_regular_season_box_scores.csv,Boston Celtics,"$18,868,626",PG
23.71,-5.29,16,2022.23,50.8,41.76,80.79,0.54,4.2,5.91,0.77,0.66,3.03,2.0,18.37,Shai Gilgeous-Alexander,2020,25,Shai Gilgeous-Alexander@@@2021,2020-2021_gilgesh01_regular_season_box_scores.csv,Oklahoma City Thunder,"$5,495,532",PG
5.41,0.12,51,871.03,49.16,33.33,52.83,0.85,1.59,0.68,0.15,0.68,0.95,1.45,3.62,Robin Lopez,2019,31,Robin Lopez@@@2020,2019-2020_lopezro01_regular_season_box_scores.csv,Washington Wizards,"$7,300,000",C
17.17,-1.47,34,1750.22,51.27,10.0,81.39,2.97,4.46,0.69,0.6,1.75,1.44,2.86,13.24,Brook Lopez,2014,27,Brook Lopez@@@2015,2014-2015_lopezbr01_regular_season_box_scores.csv,Brooklyn Nets,"$19,689,000",C
16.62,2.06,43,2042.89,44.72,30.4,69.42,1.04,4.23,6.59,1.27,0.47,3.11,2.51,12.57,Tyreke Evans,2014,26,Tyreke Evans@@@2015,2014-2015_evansty01_regular_season_box_scores.csv,New Orleans Pelicans,"$10,734,586",G
6.19,5.8,36,1392.43,42.91,30.6,91.94,0.7,2.17,2.22,0.78,0.11,0.76,1.3,5.73,George Hill,2021,32,George Hill@@@2022,2021-2022_hillge01_regular_season_box_scores.csv,Indiana Pacers,"$4,000,000",PG
20.15,1.18,44,2181.95,46.62,35.87,88.4,0.55,4.68,4.0,1.45,0.26,2.33,3.29,14.55,Khris Middleton,2017,28,Khris Middleton@@@2018,2017-2018_middlkh01_regular_season_box_scores.csv,Milwaukee Bucks,"$13,000,000",SF
15.15,5.07,59,1974.78,53.58,38.33,78.39,2.77,5.99,1.05,0.48,2.7,1.52,2.88,13.24,Serge Ibaka,2013,22,Serge Ibaka@@@2014,2013-2014_ibakase01_regular_season_box_scores.csv,Oklahoma City Thunder,"$12,350,000",F
9.59,2.49,38,1665.66,53.55,0.0,77.17,3.22,3.46,0.93,0.27,1.42,1.24,2.07,8.95,Robin Lopez,2014,26,Robin Lopez@@@2015,2014-2015_lopezro01_regular_season_box_scores.csv,New York Knicks,"$12,650,000",C
21.93,4.77,46,2067.53,47.15,39.84,84.38,0.67,4.73,3.45,1.0,0.27,1.92,1.6,16.4,Gordon Hayward,2016,21,Gordon Hayward@@@2017,2016-2017_haywago01_regular_season_box_scores.csv,Boston Celtics,"$29,727,900",SF
11.96,7.74,53,1603.16,43.52,31.38,83.55,0.85,3.74,1.46,0.68,2.4,1.03,2.4,9.72,Brook Lopez,2019,32,Brook Lopez@@@2020,2019-2020_lopezbr01_regular_season_box_scores.csv,Milwaukee Bucks,"$12,697,674",C
15.85,4.67,50,1908.68,66.85,0.0,63.6,3.81,9.04,1.99,0.81,2.31,1.6,2.85,17.57,Rudy Gobert,2018,25,Rudy Gobert@@@2019,2018-2019_goberru01_regular_season_box_scores.csv,Utah Jazz,"$23,241,573",C
13.93,-1.64,21,1869.2,41.05,38.56,78.62,0.77,3.0,2.45,0.89,0.52,1.61,2.02,9.1,Bradley Beal,2012,19,Bradley Beal@@@2013,2012-2013_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$4,319,280",SG
27.15,7.65,45,2251.18,53.12,36.24,77.09,1.52,6.42,6.24,1.85,0.81,3.44,1.55,22.93,LeBron James,2011,27,LeBron James@@@2012,2011-2012_jamesle01_regular_season_box_scores.csv,Miami Heat,"$19,067,500",SF
14.82,0.21,44,1790.88,45.0,27.45,80.0,1.58,4.81,1.28,1.03,0.63,1.68,2.83,9.74,Michael Beasley,2009,24,Michael Beasley@@@2010,2009-2010_beaslmi01_regular_season_box_scores.csv,Minnesota Timberwolves,"$4,962,240",F
18.37,6.6,51,2124.3,44.4,41.68,79.46,0.47,2.6,2.23,0.91,0.46,1.67,2.89,11.15,Klay Thompson,2013,23,Klay Thompson@@@2014,2013-2014_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$3,075,880",SG
13.05,4.02,54,2162.93,46.52,36.07,80.3,1.41,6.04,5.12,0.91,0.7,2.54,1.9,12.21,Nicolas Batum,2013,25,Nicolas Batum@@@2014,2013-2014_batumni01_regular_season_box_scores.csv,Portland Trail Blazers,"$11,765,500",PF
16.21,-5.13,23,2181.56,41.28,30.36,81.63,0.81,4.27,5.19,1.43,0.52,2.75,2.01,12.39,Gordon Hayward,2013,18,Gordon Hayward@@@2014,2013-2014_haywago01_regular_season_box_scores.csv,Utah Jazz,"$14,746,000",SF
25.5,-3.18,20,2085.42,44.95,38.02,80.24,0.68,4.13,4.23,1.47,0.47,3.43,2.18,16.83,Zach LaVine,2019,23,Zach LaVine@@@2020,2019-2020_lavinza01_regular_season_box_scores.csv,Chicago Bulls,"$19,500,000",SG
14.85,-1.78,37,1839.61,47.96,39.12,85.6,1.63,5.18,0.95,0.52,1.57,1.33,2.72,11.0,Serge Ibaka,2016,25,Serge Ibaka@@@2017,2016-2017_ibakase01_regular_season_box_scores.csv,Toronto Raptors,"$21,666,667",F
14.12,-3.0,5,2162.16,47.75,0.0,75.49,5.52,8.92,3.36,1.48,0.56,1.76,2.72,15.75,Anderson Varejao,2012,27,Anderson Varejao@@@2013,2012-2013_varejan01_regular_season_box_scores.csv,Cleveland Cavaliers,"$9,036,364",C
18.01,8.48,55,1873.03,42.78,35.86,80.91,0.36,2.1,2.23,0.64,0.39,1.88,1.68,11.11,Eric Gordon,2017,28,Eric Gordon@@@2018,2017-2018_gordoer01_regular_season_box_scores.csv,Houston Rockets,"$13,500,375",SG
9.63,0.86,47,1498.47,48.05,37.11,88.39,0.37,2.0,1.46,0.82,0.35,0.92,1.61,7.0,Courtney Lee,2013,24,Courtney Lee@@@2014,2013-2014_leeco01_regular_season_box_scores.csv,Memphis Grizzlies,"$5,450,000",G
16.27,2.92,50,1916.97,50.2,37.3,84.04,0.54,3.37,4.77,0.84,0.04,1.57,1.91,12.98,Jarrett Allen,2021,24,Jarrett Allen@@@2022,2021-2022_brunsja01_regular_season_box_scores.csv,Cleveland Cavaliers,"$20,000,000",C
22.33,10.26,66,2037.82,46.8,41.42,85.32,0.63,3.03,2.05,0.85,0.51,1.64,1.78,14.76,Klay Thompson,2016,26,Klay Thompson@@@2017,2016-2017_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$17,826,150",SG
15.12,0.9,35,2039.42,40.31,33.33,85.56,0.6,5.65,5.92,1.12,0.38,2.52,1.42,12.64,Nicolas Batum,2016,28,Nicolas Batum@@@2017,2016-2017_batumni01_regular_season_box_scores.csv,Charlotte Hornets,"$24,000,000",PF
11.63,3.76,56,1695.79,45.34,37.75,86.3,0.32,2.3,2.54,0.87,0.28,1.3,2.01,8.76,George Hill,2010,21,George Hill@@@2011,2010-2011_hillge01_regular_season_box_scores.csv,Indiana Pacers,"$1,540,493",PG
14.29,5.67,42,1942.09,55.75,30.0,61.32,1.6,5.59,6.91,1.6,0.6,2.98,2.95,14.23,Ben Simmons,2020,26,Ben Simmons@@@2021,2020-2021_simmobe01_regular_season_box_scores.csv,Brooklyn Nets,"$33,003,936",PG
20.72,-4.75,11,2069.72,44.38,30.18,69.71,0.47,3.16,8.72,1.53,0.91,3.78,2.22,15.92,John Wall,2018,28,John Wall@@@2019,2018-2019_walljo01_regular_season_box_scores.csv,Houston Rockets,"$38,199,000",PG
11.65,-4.92,16,1536.81,40.27,36.68,84.51,0.38,2.62,3.54,0.7,0.19,1.3,1.0,8.81,Kemba Walker,2021,25,Kemba Walker@@@2022,2021-2022_walkeke02_regular_season_box_scores.csv,Dallas Mavericks,"$1,392,896",PG
25.93,2.34,25,1982.09,51.66,33.1,79.45,3.11,8.89,3.89,1.57,2.41,2.0,2.36,24.14,Anthony Davis,2018,27,Anthony Davis@@@2019,2018-2019_davisan02_regular_season_box_scores.csv,Los Angeles Lakers,"$27,093,018",PF
21.38,1.44,48,2165.41,44.32,39.71,83.6,0.65,3.31,3.36,0.95,0.43,1.86,2.07,13.83,CJ McCollum,2017,23,CJ McCollum@@@2018,2017-2018_mccolcj01_regular_season_box_scores.csv,Portland Trail Blazers,"$25,759,766",SG
7.53,-0.5,35,1139.6,42.29,40.48,80.47,0.13,1.4,3.19,0.61,0.06,1.35,1.37,5.88,D.J. Augustin,2015,30,D.J. Augustin@@@2016,2015-2016_augusdj01_regular_season_box_scores.csv,Orlando Magic,"$7,250,000",G
16.07,4.49,36,1931.48,43.86,39.34,87.72,3.67,4.05,0.89,0.82,0.43,0.93,2.39,13.05,Ryan Anderson,2011,20,Ryan Anderson@@@2012,2011-2012_anderry01_regular_season_box_scores.csv,New Orleans Hornets,"$8,700,000",PF
11.46,3.22,48,1886.5,46.66,43.97,79.52,0.29,3.9,4.78,1.1,0.24,1.94,2.17,10.07,Joe Ingles,2017,29,Joe Ingles@@@2018,2017-2018_inglejo01_regular_season_box_scores.csv,Utah Jazz,"$13,045,455",SG
8.9,0.33,37,1334.43,46.4,43.56,79.7,0.63,2.42,1.14,0.41,0.27,0.73,1.82,6.78,Anthony Tolliver,2017,28,Anthony Tolliver@@@2018,2017-2018_tollian01_regular_season_box_scores.csv,Minnesota Timberwolves,"$4,750,000",PF
17.77,2.79,43,2069.46,41.23,33.76,80.77,0.77,3.91,6.76,1.56,0.19,2.47,3.03,13.9,Kyle Lowry,2014,28,Kyle Lowry@@@2015,2014-2015_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$12,000,000",PG
8.65,7.39,62,1611.06,42.91,40.86,79.46,0.25,1.97,3.55,1.53,0.16,1.55,2.55,7.22,Mario Chalmers,2012,26,Mario Chalmers@@@2013,2012-2013_chalmma01_regular_season_box_scores.csv,Miami Heat,"$4,000,000",G
3.08,2.19,49,1019.07,45.41,32.5,52.63,0.8,1.48,0.4,0.59,0.25,0.45,1.33,2.57,Luc Mbah a Moute,2015,27,Luc Mbah a Moute@@@2016,2015-2016_mbahalu01_regular_season_box_scores.csv,LA Clippers,"$2,203,000",F
9.89,0.87,40,1291.04,40.41,33.43,88.33,0.5,2.11,2.07,0.62,0.29,1.38,1.51,6.31,Jamal Murray,2016,17,Jamal Murray@@@2017,2016-2017_murraja01_regular_season_box_scores.csv,Denver Nuggets,"$3,355,320",PG
12.83,3.31,41,1787.97,49.7,0.0,71.13,3.28,5.52,1.66,0.49,1.97,1.97,3.0,11.07,Roy Hibbert,2011,25,Roy Hibbert@@@2012,2011-2012_hibbero01_regular_season_box_scores.csv,Indiana Pacers,"$13,668,750",C
15.65,1.06,34,2036.18,41.41,35.15,86.19,0.95,3.97,1.68,0.82,0.44,1.34,2.32,11.67,Danilo Gallinari,2010,23,Danilo Gallinari@@@2011,2010-2011_gallida01_regular_season_box_scores.csv,Denver Nuggets,"$4,190,182",PF
22.64,1.96,29,2046.73,43.02,33.5,80.38,1.6,4.65,3.64,1.13,0.44,2.62,2.84,15.02,Carmelo Anthony,2011,27,Carmelo Anthony@@@2012,2011-2012_anthoca01_regular_season_box_scores.csv,New York Knicks,"$19,444,503",PF
10.82,0.4,31,1486.53,41.24,37.53,91.03,0.26,1.44,2.38,0.62,0.04,0.97,1.19,7.46,Patty Mills,2020,31,Patty Mills@@@2021,2020-2021_millspa02_regular_season_box_scores.csv,Brooklyn Nets,"$5,890,000",PG
13.72,1.17,16,1651.0,41.34,34.76,78.22,0.56,2.53,4.83,0.83,0.14,1.97,2.25,9.64,Goran Dragic,2018,30,Goran Dragic@@@2019,2018-2019_dragigo01_regular_season_box_scores.csv,Miami Heat,"$19,217,900",PG
19.6,2.22,43,2057.64,47.14,36.69,80.56,0.96,5.92,3.15,0.74,0.56,1.44,2.29,14.45,Tobias Harris,2019,21,Tobias Harris@@@2020,2019-2020_harrito02_regular_season_box_scores.csv,Philadelphia 76ers,"$34,358,850",PF
14.16,5.51,46,2068.11,44.32,36.83,81.69,0.62,3.12,4.67,1.07,0.34,1.53,1.76,11.67,George Hill,2012,23,George Hill@@@2013,2012-2013_hillge01_regular_season_box_scores.csv,Indiana Pacers,"$8,000,000",PG
21.41,1.03,28,2037.59,43.78,34.47,78.48,1.26,6.12,5.76,0.71,0.31,2.84,2.4,15.78,Blake Griffin,2017,31,Blake Griffin@@@2018,2017-2018_griffbl01_regular_season_box_scores.csv,Detroit Pistons,"$32,088,932",PF
14.28,0.14,28,1705.43,42.1,33.33,83.75,1.83,5.47,1.31,0.74,1.86,1.68,2.85,10.58,Kristaps Porzingis,2015,18,Kristaps Porzingis@@@2016,2015-2016_porzikr01_regular_season_box_scores.csv,New York Knicks,"$4,317,720",C
15.92,5.25,53,1831.11,46.0,34.3,86.21,0.41,2.11,7.03,1.71,0.42,2.81,1.9,13.69,Jeff Teague,2014,21,Jeff Teague@@@2015,2014-2015_teaguje01_regular_season_box_scores.csv,Atlanta Hawks,"$8,000,000",PG
28.15,6.7,40,1979.79,56.91,30.32,68.5,1.59,9.41,5.85,1.18,1.2,3.39,2.75,23.99,Giannis Antetokounmpo,2020,26,Giannis Antetokounmpo@@@2021,2020-2021_antetgi01_regular_season_box_scores.csv,Milwaukee Bucks,"$39,344,970",PF
13.3,1.61,43,1718.05,48.72,38.78,73.63,1.36,5.81,1.55,0.81,2.69,1.35,2.64,11.76,Eric Bledsoe,2018,22,Eric Bledsoe@@@2019,2018-2019_turnemy01_regular_season_box_scores.csv,Milwaukee Bucks,"$15,625,000",SG
23.2,-2.55,17,2158.45,45.14,30.0,83.25,0.95,3.78,6.62,0.9,0.38,3.38,2.38,16.12,Bradley Beal,2021,28,Bradley Beal@@@2022,2021-2022_bealbr01_regular_season_box_scores.csv,Washington Wizards,"$43,279,250",SG
21.46,3.77,33,2013.08,49.73,24.51,86.3,1.81,5.1,7.1,2.08,0.35,2.1,1.37,21.37,Jimmy Butler,2020,31,Jimmy Butler@@@2021,2020-2021_butleji01_regular_season_box_scores.csv,Miami Heat,"$36,016,200",SF
5.36,2.84,29,1247.6,62.66,20.0,72.73,2.2,3.36,0.8,0.69,1.09,0.49,2.2,6.83,Taj Gibson,2020,31,Taj Gibson@@@2021,2020-2021_gibsota01_regular_season_box_scores.csv,New York Knicks,"$4,910,000",F
16.32,-5.38,17,1844.55,58.51,0.0,74.6,3.14,7.13,1.76,0.86,0.94,1.77,2.94,14.48,Deandre Ayton,2018,20,Deandre Ayton@@@2019,2018-2019_aytonde01_regular_season_box_scores.csv,Phoenix Suns,"$9,562,920",C
10.86,-2.88,22,1489.12,43.56,36.75,87.31,0.46,1.95,5.22,0.75,0.32,1.97,1.8,9.18,Jeff Teague,2019,26,Jeff Teague@@@2020,2019-2020_teaguje01_regular_season_box_scores.csv,Milwaukee Bucks,"$510,589",PG
26.56,-5.19,15,2102.0,46.69,32.61,86.56,0.61,3.53,6.77,0.88,0.2,4.12,3.12,17.98,Devin Booker,2018,23,Devin Booker@@@2019,2018-2019_bookede01_regular_season_box_scores.csv,Phoenix Suns,"$27,285,000",SG
17.73,6.42,41,1939.2,50.3,39.22,78.68,1.24,3.31,6.05,1.63,0.63,2.15,1.66,15.92,Jrue Holiday,2020,24,Jrue Holiday@@@2021,2020-2021_holidjr01_regular_season_box_scores.csv,Milwaukee Bucks,"$32,413,333",PG
2.79,2.83,62,724.0,55.32,0.0,50.34,1.37,2.37,0.39,0.24,0.68,0.78,1.87,2.75,Omer Asik,2010,23,Omer Asik@@@2011,2010-2011_asikom01_regular_season_box_scores.csv,Chicago Bulls,"$1,857,500",C
11.51,-1.6,19,1387.91,44.47,37.62,64.21,0.83,3.57,0.96,0.38,0.4,1.7,1.77,6.28,Michael Beasley,2011,26,Michael Beasley@@@2012,2011-2012_beaslmi01_regular_season_box_scores.csv,Phoenix Suns,"$6,000,000",F
12.11,-7.65,7,1629.14,36.64,30.53,78.87,0.45,3.09,4.38,0.91,0.3,1.8,1.2,8.55,Kemba Walker,2011,15,Kemba Walker@@@2012,2011-2012_walkeke02_regular_season_box_scores.csv,Charlotte Bobcats,"$2,568,360",PG
29.71,8.55,60,2341.41,50.26,33.33,76.71,0.93,6.36,8.57,1.64,1.01,3.43,1.57,25.58,LeBron James,2009,25,LeBron James@@@2010,2009-2010_jamesle01_regular_season_box_scores.csv,Miami Heat,"$14,500,000",SF
5.95,-2.58,45,1012.1,47.94,31.15,77.45,1.34,3.22,0.9,0.57,0.49,0.75,1.86,5.29,Gorgui Dieng,2017,29,Gorgui Dieng@@@2018,2017-2018_dienggo01_regular_season_box_scores.csv,Minnesota Timberwolves,"$15,170,787",C
15.48,-3.79,16,1541.98,41.37,32.37,74.05,0.62,3.31,5.19,0.75,0.35,3.06,1.94,9.94,D'Angelo Russell,2017,19,D'Angelo Russell@@@2018,2017-2018_russeda01_regular_season_box_scores.csv,Brooklyn Nets,"$7,019,698",PG
4.46,1.62,15,863.62,48.78,44.68,85.71,0.29,1.04,0.5,0.75,0.25,0.46,1.38,3.5,Courtney Lee,2019,30,Courtney Lee@@@2020,2019-2020_leeco01_regular_season_box_scores.csv,Dallas Mavericks,"$12,759,670",G
19.41,4.74,41,2170.64,41.59,35.19,85.71,0.55,4.48,7.47,1.41,0.45,3.07,3.28,15.99,Kyle Lowry,2019,33,Kyle Lowry@@@2020,2019-2020_lowryky01_regular_season_box_scores.csv,Toronto Raptors,"$30,500,000",PG
20.05,3.95,53,1877.88,51.08,30.74,82.1,2.85,7.96,7.25,1.35,0.69,3.1,2.85,19.31,Nikola Jokic,2018,24,Nikola Jokic@@@2019,2018-2019_jokicni01_regular_season_box_scores.csv,Denver Nuggets,"$27,504,630",C
7.11,3.26,60,1306.69,46.61,12.5,67.57,2.02,3.7,0.72,0.49,1.32,0.89,2.54,6.2,Taj Gibson,2010,21,Taj Gibson@@@2011,2010-2011_gibsota01_regular_season_box_scores.csv,Chicago Bulls,"$1,195,680",F
17.21,3.63,47,1914.6,46.61,39.35,63.4,1.16,3.29,2.21,1.04,0.7,1.52,2.16,12.05,Andrew Wiggins,2021,26,Andrew Wiggins@@@2022,2021-2022_wiggian01_regular_season_box_scores.csv,Golden State Warriors,"$33,616,770",SF
30.06,12.94,71,2050.61,50.38,45.37,90.75,0.86,4.58,6.67,2.14,0.19,3.32,2.04,24.58,Stephen Curry,2015,27,Stephen Curry@@@2016,2015-2016_curryst01_regular_season_box_scores.csv,Golden State Warriors,"$12,112,359",PG
18.33,0.11,9,2059.89,35.23,21.74,70.42,3.56,10.44,2.33,0.72,0.5,2.17,1.89,13.55,Kevin Love,2012,24,Kevin Love@@@2013,2012-2013_loveke01_regular_season_box_scores.csv,Minnesota Timberwolves,"$14,693,906",PF
13.25,1.78,29,1437.53,43.37,40.55,92.53,0.33,3.8,1.49,0.59,0.2,0.84,2.06,9.73,Danilo Gallinari,2020,33,Danilo Gallinari@@@2021,2020-2021_gallida01_regular_season_box_scores.csv,Atlanta Hawks,"$20,475,000",PF
18.7,0.38,34,2008.64,57.0,25.0,79.94,2.22,6.73,5.41,1.17,1.03,2.64,2.27,18.06,Bam Adebayo,2020,24,Bam Adebayo@@@2021,2020-2021_adebaba01_regular_season_box_scores.csv,Miami Heat,"$28,103,500",C
5.52,-1.58,40,733.84,41.16,35.34,76.6,0.3,0.5,1.7,0.42,0.02,0.97,0.98,3.32,Patty Mills,2010,21,Patty Mills@@@2011,2010-2011_millspa02_regular_season_box_scores.csv,San Antonio Spurs,"$213,517",PG
11.7,2.09,42,1680.74,46.97,42.12,86.6,0.51,2.0,5.26,0.64,0.05,1.58,1.42,10.45,D.J. Augustin,2018,33,D.J. Augustin@@@2019,2018-2019_augusdj01_regular_season_box_scores.csv,Orlando Magic,"$7,250,000",G
1.55,2.73,7,539.55,23.53,28.57,83.33,0.27,0.64,0.18,0.27,0.18,0.27,0.64,0.95,Anthony Tolliver,2020,31,Anthony Tolliver@@@2021,2020-2021_tollian01_regular_season_box_scores.csv,New Orleans Pelicans,"$2,692,991",PF
8.32,-2.17,31,1487.27,46.25,40.0,65.79,0.49,3.81,1.69,0.98,0.71,0.68,1.36,7.79,Nicolas Batum,2021,33,Nicolas Batum@@@2022,2021-2022_batumni01_regular_season_box_scores.csv,LA Clippers,"$10,843,350",PF
24.28,-3.28,24,2128.82,49.3,32.41,75.81,2.13,8.15,1.9,1.28,2.05,1.98,2.43,19.26,Anthony Davis,2015,24,Anthony Davis@@@2016,2015-2016_davisan02_regular_season_box_scores.csv,New Orleans Pelicans,"$22,116,750",PF
20.38,2.06,17,1764.03,42.93,38.51,90.2,0.47,3.44,2.75,0.5,0.53,1.34,1.69,12.99,Klay Thompson,2021,31,Klay Thompson@@@2022,2021-2022_thompkl01_regular_season_box_scores.csv,Golden State Warriors,"$40,600,080",SG
15.73,4.56,48,1864.28,44.98,37.3,85.53,0.89,5.15,2.13,1.06,0.72,1.54,2.13,11.57,Jayson Tatum,2018,20,Jayson Tatum@@@2019,2018-2019_tatumja01_regular_season_box_scores.csv,Boston Celtics,"$7,830,000",SF
23.61,5.58,47,2119.38,45.66,31.63,82.32,1.45,3.11,5.48,1.7,0.32,3.62,2.23,16.44,Russell Westbrook,2011,23,Russell Westbrook@@@2012,2011-2012_westbru01_regular_season_box_scores.csv,Oklahoma City Thunder,"$14,693,906",PG
5.0,2.75,2,915.0,44.44,33.33,40.0,0.5,1.25,0.5,0.25,0.25,0.5,2.0,2.55,Luc Mbah a Moute,2018,30,Luc Mbah a Moute@@@2019,2018-2019_mbahalu01_regular_season_box_scores.csv,Houston Rockets,"$4,320,500",F
23.13,4.4,28,2042.02,45.81,40.24,81.2,0.64,3.3,4.74,0.94,0.45,1.38,1.85,17.08,CJ McCollum,2020,26,CJ McCollum@@@2021,2020-2021_mccolcj01_regular_season_box_scores.csv,New Orleans Pelicans,"$30,864,198",SG
18.51,-3.18,17,1832.76,46.85,39.89,87.24,0.86,2.88,5.39,1.06,0.39,3.14,2.16,13.38,Kyrie Irving,2011,19,Kyrie Irving@@@2012,2011-2012_irvinky01_regular_season_box_scores.csv,Cleveland Cavaliers,"$5,375,760",PG
